landmark_id,story_id,name,lat,lng,content,link,contributor
101,1001,大學廣場 Universitätsplatz,49.4113,8.7064,海德堡大學校園中心，建於1386年，是德國最古老的大學之一。廣場前有奧古斯丁博物館與狮子噴泉。,
102,1001,耶穌會教堂 Jesuitenkirche,49.4097,8.7067,巴洛克風格的三中殿式教堂，建於1712年。,
103,1001,聖靈教堂 Heiliggeistkirche,49.4109,8.7101,建於1398年，是海德堡最重要的晚期哥德式教堂，也是市集廣場的地標。,
104,1001,市集廣場 Marktplatz,49.4109,8.7095,海德堡老城的中心廣場，每週二與五有傳統市集，四周環繞著歷史建築。,
105,1001,老橋 Alte Brücke,49.4132,8.7127,建於1786年的石拱橋，橋頭有巴洛克式城門，是海德堡最具代表性的景點之一。,
106,1001,海德堡城堡 Heidelberger Schloss,49.4099,8.7157,建於13世紀的宏偉城堡廢墟，俯瞰整個海德堡老城與內卡河。,
107,1001,哲學家小徑 Philosophenweg,49.4175,8.7100,位於內卡河北岸山坡的步道，可以俯瞰老城全景，是散步的絕佳地點。,
108,1001,大學圖書館 Universitätsbibliothek,49.4116,8.7072,建於1901年，藏有珍貴的中世紀手稿與古版書。,
201,1002,品川王子大飯店 Shinagawa Prince Hotel,35.6296,139.7398,品川車站步行約2分鐘。高樓層景觀佳，可見東京鐵塔。設施齊全含游泳池、保齡球館、電影院。,
202,1002,Maxell Aqua Park 品川水族館,35.6283,139.7394,品川王子大飯店內的水族館。規模精緻，有海豚表演（前四排注意噴水）。,
203,1002,New Otani Inn Tokyo（大崎）,35.6196,139.7286,大崎車站相連，沿走廊有頂棚遮雨，房型比一般商務旅館寬敞。,
204,1002,OAKI New City（大崎）,35.6193,139.7287,New Otani Inn後方的迷你百貨，含大型超市（和牛、熟食）、大創百貨、多樣餐飲。,
205,1002,東急Stay五反田 Tokyu Stay Gotanda,35.6263,139.7235,從A6出口步行不到10秒。房內配備洗衣機與微波爐，適合長天數旅遊。,
206,1002,唐吉訶德五反田 Don Quijote Gotanda,35.6262,139.7228,五反田車站旁，五層樓。採購紀念品與藥妝的好去處。,
210,1003,田村銀勝亭（強羅）,35.2507,139.0235,強羅地區名店，招牌炸豬排豆腐便當，豆腐口感紮實，炸物表現出色。,
211,1003,強羅公園 Gora Park,35.2519,139.0217,法式造景庭園，可體驗玻璃珠/耳環製作（約45分鐘製作＋50分鐘冷卻），亦可隔天取件。,
212,1003,箱根神社 Hakone Shrine,35.1990,139.0245,建議早上10點前抵達以避人潮。接著可搭蘆之湖海賊船前往桃源台。,
213,1003,大涌谷 Owakudani,35.2434,139.0213,火山地熱景觀區。必吃黑蛋（くろたまご），據說吃一顆可延年益壽七年。,
214,1003,鎌倉高校前（灌籃高手聖地）,35.3108,139.4886,江之島電鐵沿線，是《灌籃高手》片頭場景。建議早起避人潮。,
215,1003,鎌倉大佛 Kotoku-in,35.3167,139.5357,高約13公尺的露天青銅大佛。側面有內部參觀通道可了解結構細節。,
216,1003,腰越漁港・白須賀（吻仔魚丼）,35.3084,139.4788,必吃在地特產吻仔魚丼（しらす丼），口感爽口鮮美。,
217,1003,小町通 Komachi-dori,35.3230,139.5513,鎌倉最熱鬧的商店街，有精緻手工藝品與各種特色小吃。,
220,1004,豐洲市場 Toyosu Market,35.6455,139.7855,原築地市場場內遷此，環境現代整潔。建議早上8-9點抵達。千里軒咖啡廳為場內老字號，推薦冰咖啡。,
221,1004,築地場外市場 Tsukiji Outer Market,35.6655,139.7706,保留傳統市場氛圍。必吃玉子燒（日式厚蛋燒）與草莓大福。,
225,1005,根室花丸 有樂町本店,35.6717,139.7587,來自北海道的人氣迴轉壽司。需現場抽號碼牌等候1-2小時。推薦鮭魚、鮪魚大腹、花枝及花咲蟹味噌湯。人均約台幣500-600元。,
226,1005,TORITON 豐洲店,35.6479,139.7888,北海道平價壽司名店東京分店。CP值高，多種組合盤方便嘗鮮。人均約台幣400-500元。,
230,1006,鬼怒川溫泉 Kinugawa Onsen,36.7907,139.5596,從新宿搭乘Spacia日光號可直達東武日光站後轉乘。溫泉街氛圍悠閒。,
231,1006,鬼怒盾岩大吊橋,36.7918,139.5599,橫跨鬼怒川峽谷的壯麗吊橋，下雨天也有獨特氛圍。橋旁有免費秘境足湯。,
232,1006,明智平纜車 Akechidaira Ropeway,36.7457,139.5015,搭乘纜車可從展望台眺望中禪寺湖、男體山與華嚴瀑布全景。,
233,1006,華嚴瀑布 Kegon Falls,36.7474,139.5017,日本三大瀑布之一，落差97公尺。可搭電梯深入岩壁下方欣賞正面全景。,
234,1006,日光東照宮 Nikko Tosho-gu,36.7581,139.5993,世界遺產。德川家康祭祀地。重點：巨石疊成的鳥居、五重塔、裝飾精緻的陽明門。,
240,1007,大室山 Omuroyama,34.8998,139.1005,伊豆半島代表性景點，獨特的火山口地形，視野開闊。可搭纜車登頂。,
241,1007,小室山 Komuroyama,34.9233,139.1230,設有步道與展望台，視野極佳，可遠望相模灣。,
242,1007,伊東站（SAPHIR踴子號起訖）,34.9659,139.0990,搭乘SAPHIR踴子號的主要停靠站。此豪華觀光列車全車商務車廂，沿途有絕佳海景視野。,
250,1008,鎌倉高校前（江之電）,35.3108,139.4886,《灌籃高手》聖地，江之電沿線必訪打卡點。,
251,1008,江島神社 Enoshima Shrine,35.3004,139.4803,江之島主神社，供奉弁財天。穿過鳥居沿坡道而上即達。,
252,1008,鎌倉大佛 Kotoku-in,35.3167,139.5357,高約13公尺的露天青銅大佛。,
253,1008,江之島燈塔 Sea Candle,35.2993,139.4795,江之島地標展望燈塔，夜晚特別迷人，推薦住一晚享受夜間靜謐氛圍。,
260,1009,SHIBUYA SKY（澀谷Scramble Square）,35.6580,139.7030,澀谷地標性360度無死角觀景台，是目前東京最熱門觀景地點。建議事先網路預訂門票。,
261,1009,淺草寺 Senso-ji,35.7148,139.7967,東京最古老的寺廟，雷門為代表地標。,
262,1009,淺草橫町 Asakusa Yokocho,35.7115,139.7975,位於東京楽天地淺草大樓內，集結多家特色飲食攤位，節慶裝潢充滿日本傳統文化感。,
270,1010,新宿南口服務中心（票券購買）,35.6896,139.7006,可於此購買箱根鎌倉三日周遊券、JR東京廣域周遊券等各式交通票券。,
271,1010,羽田機場 Haneda Airport,35.5494,139.7798,往品川搭乘京急線約15-20分鐘，交通十分便利。,
272,1010,成田機場 Narita Airport,35.7720,140.3929,可使用JR東京廣域周遊券搭乘N'EX（成田特快）進入市區。,
300,1011,美國大陸中心,39.50,-98.35,美國本土地理中心，位於堪薩斯州，,
475,1024,九添福牛肉麵館,24.8050,120.9633,北區西大路436號。城隍廟商圈。2026必比登。紅燒與清燉。,
476,1024,璽子牛肉麵,24.7991,120.9820,東區博愛街31號總店。清燉與斤餅。近動物園、清大。,
477,1024,成都老鍋牛肉麵,24.7989,120.9935,東區光復路二段126號。川味牛骨湯。近竹科、清大。,
478,1024,臻穎牛肉麵食館,24.8129,120.9656,中正路366號。眷村口味，五福臨門。近空軍醫院。,
479,1024,文化城牛肉麵,24.8315,121.0107,竹北市光明一路486號。大塊肉、小菜。跨出市區。,
480,1025,陽明山天籟渡假酒店,25.2021,121.5953,新北市金山區名流路1-7號。渡假健身基地。弱酸泉。,
481,1025,七星山主峰,25.1707,121.5534,週六。從小油坑上。,
482,1025,小油坑,25.1699,121.5506,週六停車與登山口。短陡、噴氣孔。,
483,1025,金包里城門,25.1664,121.5779,週日魚路北段。,
484,1025,憨丙厝地,25.1719,121.5845,魚路北段。補草鞋遺跡。,
485,1025,上磺溪停車場,25.1781,121.5835,魚路北段近金山側。,
491,1027,幕張メッセ,35.6473,140.0347,ゲームマーケット2026秋會場。展示ホール1–5。不是Big Sight。不畫攤位。,https://www.gamemarket.jp/gamemarket/2026a
492,1027,海浜幕張駅,35.6487,140.0415,住宿軸。可10/16先住。メッセ步行約5分。,
493,1027,幕張海浜公園,35.6454,140.0419,充電。走或騎。展後降音量。,
494,1027,幕張温泉 湯楽の里,35.6360,140.0396,充電。美浜区／JFA夢フィールド。試遊後泡湯。,https://www.yurakirari.com/makuhari/
495,1028,Les Machines de l'Île,47.206472,-1.564297,主針。Parc des Chantiers。大象停Voyage窗見正文。,https://www.lesmachines-nantes.fr/
496,1028,Les Anneaux,47.20194,-1.57278,河岸環（Buren & Bouchain）。,
497,1028,Hangar à Bananes,47.20056,-1.57306,Quai des Antilles／Hangar 21。座標對齊 WP 47°12′02″N 1°34′23″W。,
498,1028,Grue Titan grise,47.19917,-1.57389,灰起重機。勿與園區黃 Titan 混淆。,
499,1028,Mémorial de l'abolition,47.20917,-1.56528,北岸。過橋。,
500,1029,福隆車站,25.0159,121.9447,樞紐／便當／站前租車群（約估座標）。,
501,1029,舊草嶺隧道北口,25.003945,121.95834,制天險。觀光署 121.95834／25.003945。,https://www.necoast-nsa.gov.tw/Attraction-Content.aspx?a=197&l=1
502,1029,舊草嶺隧道南口,24.983971,121.955542,"白雲飛處／石城端。軌跡約值，非單頁官方點。",
503,1029,福隆遊客中心／海水浴場,25.017177,121.94255,內河外海；沙岸練游（海泳季約5/1–10/20、戒護至17:00）。,https://www.fullon-hotels.com.tw/fl/tw/fac-detail/fullonbeach/
504,1029,龍門吊橋,25.02277,121.93545,西側短脊；接龍門—鹽寮。觀光開放資料。,
505,1029,福容大飯店福隆,25.019018,121.943771,過夜極。貼浴場／沙嘴；海洋溫泉收腿。官網 fullon-hotels。,https://www.fullon-hotels.com.tw/fl/tw/
506,1030,秋芳洞正面入口,34.2281,131.3035,主針。觀光起點。座標 Wikidata 二次。,https://karusuto.com/spot/akiyoshido/
507,1030,百枚皿,34.2281,131.3035,"洞內主景；精確點未知，暫釘入口區。",
508,1030,黃金柱,34.2281,131.3035,"洞內象徵石柱（黄金柱）；精確點未知，暫釘入口區。",
509,1030,冒険コース,34.2281,131.3035,青天井支線；＋300円、租手電筒。不是未公開探洞。,https://caving.karusuto.com/html/adventure.html
510,1030,カルスト展望台,34.236,131.308,地上台地對照；約值。電梯口再走約5–10分。,https://karusuto.com/spot/akiyoshidai/
